ROWID,TRUTH,TRAININGSET
236bill.txt,20,0
237bill.txt,10,0
238bill.txt,17,0
239bill.txt,16,0
240bill.txt,16,0
241bill.txt,21,0
242bill.txt,21,0
243bill.txt,10,0
244bill.txt,15,0
245bill.txt,12,0
246bill.txt,13,0
247bill.txt,2,0
248bill.txt,15,0
249bill.txt,18,0
250bill.txt,18,0
251bill.txt,1,0
252bill.txt,13,0
253bill.txt,13,0
254bill.txt,21,0
255bill.txt,13,0
256bill.txt,1,0
257bill.txt,3,0
258bill.txt,16,0
259bill.txt,7,0
260bill.txt,15,0
261bill.txt,12,0
262bill.txt,21,0
263bill.txt,21,0
264bill.txt,20,0
265bill.txt,3,0
266bill.txt,13,0
267bill.txt,20,0
268bill.txt,3,0
269bill.txt,10,0
270bill.txt,2,0
271bill.txt,3,0
272bill.txt,99,0
273bill.txt,16,0
274bill.txt,4,0
275bill.txt,13,0
276bill.txt,13,0
277bill.txt,4,0
278bill.txt,20,0
279bill.txt,2,0
280bill.txt,20,0
281bill.txt,7,0
282bill.txt,20,0
283bill.txt,13,0
284bill.txt,13,0
285bill.txt,13,0
286bill.txt,99,0
287bill.txt,6,0
288bill.txt,20,0
289bill.txt,3,0
290bill.txt,99,0
291bill.txt,3,0
292bill.txt,16,0
293bill.txt,8,0
294bill.txt,13,0
295bill.txt,18,0
296bill.txt,3,0
297bill.txt,14,0
298bill.txt,17,0
299bill.txt,6,0
300bill.txt,99,0
301bill.txt,20,0
302bill.txt,15,0
303bill.txt,12,0
304bill.txt,3,0
305bill.txt,3,0
306bill.txt,3,0
307bill.txt,13,0
308bill.txt,13,0
309bill.txt,3,0
310bill.txt,2,0
311bill.txt,13,0
312bill.txt,12,0
313bill.txt,3,0
314bill.txt,1,0
315bill.txt,12,0
316bill.txt,1,0
317bill.txt,20,0
318bill.txt,20,0
319bill.txt,18,0
320bill.txt,7,0
321bill.txt,99,0
322bill.txt,99,0
323bill.txt,20,0
324bill.txt,18,0
325bill.txt,14,0
326bill.txt,99,0
327bill.txt,20,0
328bill.txt,5,0
329bill.txt,20,0
330bill.txt,12,0
331bill.txt,7,0
332bill.txt,3,0
333bill.txt,7,0
334bill.txt,20,0
335bill.txt,20,0
336bill.txt,12,0
337bill.txt,20,0
338bill.txt,3,0
339bill.txt,20,0
340bill.txt,4,0
341bill.txt,18,0
342bill.txt,10,0
343bill.txt,16,0
344bill.txt,13,0
345bill.txt,4,0
346bill.txt,99,0
347bill.txt,10,0
348bill.txt,16,0
349bill.txt,17,0
350bill.txt,16,0
351bill.txt,12,0
352bill.txt,4,0
353bill.txt,4,0
354bill.txt,12,0
355bill.txt,13,0
356bill.txt,13,0
357bill.txt,12,0
358bill.txt,6,0
359bill.txt,99,0
360bill.txt,16,0
361bill.txt,20,0
362bill.txt,1,0
363bill.txt,20,0
364bill.txt,20,0
365bill.txt,18,0
366bill.txt,3,0
367bill.txt,20,0
368bill.txt,12,0
369bill.txt,6,0
370bill.txt,21,0
371bill.txt,3,0
372bill.txt,16,0
373bill.txt,13,0
374bill.txt,20,0
375bill.txt,10,0
376bill.txt,3,0
377bill.txt,16,0
378bill.txt,20,0
379bill.txt,19,0
380bill.txt,14,0
381bill.txt,14,0
382bill.txt,18,0
383bill.txt,3,0
384bill.txt,7,0
385bill.txt,20,0
386bill.txt,13,0
387bill.txt,3,0
388bill.txt,15,0
389bill.txt,99,0
390bill.txt,99,0
391bill.txt,99,0
392bill.txt,16,0
393bill.txt,12,0
394bill.txt,13,0
395bill.txt,10,0
396bill.txt,99,0
397bill.txt,99,0
398bill.txt,4,0
399bill.txt,4,0
400bill.txt,20,0
401bill.txt,14,0
402bill.txt,14,0
403bill.txt,8,0
404bill.txt,3,0
405bill.txt,12,0
406bill.txt,5,0
407bill.txt,20,0
408bill.txt,3,0
409bill.txt,4,0
410bill.txt,13,0
411bill.txt,18,0
412bill.txt,8,0
413bill.txt,19,0
414bill.txt,8,0
415bill.txt,4,0
416bill.txt,12,0
417bill.txt,20,0
418bill.txt,13,0
419bill.txt,16,0
420bill.txt,4,0
421bill.txt,6,0
422bill.txt,14,0
423bill.txt,13,0
424bill.txt,2,0
425bill.txt,18,0
426bill.txt,5,0
427bill.txt,15,0
428bill.txt,2,0
429bill.txt,2,0
430bill.txt,16,0
431bill.txt,99,0
432bill.txt,15,0
433bill.txt,99,0
434bill.txt,1,0
435bill.txt,99,0
436bill.txt,12,0
437bill.txt,99,0
438bill.txt,16,0
439bill.txt,5,0
440bill.txt,5,0
441bill.txt,20,0
442bill.txt,5,0
443bill.txt,4,0
444bill.txt,3,0
445bill.txt,4,0
446bill.txt,99,0
447bill.txt,99,0
448bill.txt,15,0
449bill.txt,1,0
450bill.txt,21,0
451bill.txt,14,0
452bill.txt,8,0
453bill.txt,10,0
454bill.txt,18,0
455bill.txt,3,0
456bill.txt,5,0
457bill.txt,21,0
458bill.txt,20,0
459bill.txt,10,0
460bill.txt,16,0
461bill.txt,13,0
462bill.txt,10,0
463bill.txt,1,0
464bill.txt,20,0
465bill.txt,8,0
466bill.txt,14,0
467bill.txt,12,0
468bill.txt,16,0
469bill.txt,14,0
470bill.txt,16,0
471bill.txt,99,0
472bill.txt,16,0
473bill.txt,3,0
474bill.txt,3,0
475bill.txt,14,0
476bill.txt,18,0
477bill.txt,19,0
478bill.txt,18,0
479bill.txt,13,0
480bill.txt,99,0
481bill.txt,10,0
482bill.txt,14,0
483bill.txt,16,0
484bill.txt,14,0
485bill.txt,18,0
486bill.txt,18,0
487bill.txt,13,0
488bill.txt,21,0
489bill.txt,18,0
490bill.txt,18,0
491bill.txt,99,0
492bill.txt,18,0
493bill.txt,99,0
494bill.txt,6,0
495bill.txt,12,0
496bill.txt,8,0
497bill.txt,18,0
498bill.txt,20,0
499bill.txt,21,0
500bill.txt,13,0
501bill.txt,5,0
502bill.txt,6,0
503bill.txt,4,0
504bill.txt,3,0
505bill.txt,5,0
506bill.txt,99,0
507bill.txt,2,0
508bill.txt,8,0
509bill.txt,8,0
510bill.txt,8,0
511bill.txt,99,0
512bill.txt,20,0
513bill.txt,12,0
514bill.txt,13,0
515bill.txt,3,0
516bill.txt,15,0
517bill.txt,13,0
518bill.txt,1,0
519bill.txt,21,0
520bill.txt,10,0
521bill.txt,6,0
522bill.txt,4,0
523bill.txt,1,0
524bill.txt,13,0
525bill.txt,1,0
526bill.txt,5,0
527bill.txt,99,0
528bill.txt,12,0
529bill.txt,20,0
530bill.txt,5,0
531bill.txt,14,0
532bill.txt,20,0
533bill.txt,21,0
534bill.txt,13,0
535bill.txt,10,0
536bill.txt,15,0
537bill.txt,20,0
538bill.txt,5,0
539bill.txt,13,0
540bill.txt,13,0
541bill.txt,20,0
542bill.txt,99,0
543bill.txt,6,0
544bill.txt,21,0
545bill.txt,4,0
546bill.txt,5,0
547bill.txt,3,0
548bill.txt,3,0
549bill.txt,19,0
550bill.txt,12,0
551bill.txt,13,0
552bill.txt,15,0
553bill.txt,3,0
554bill.txt,13,0
555bill.txt,5,1
556bill.txt,12,0
557bill.txt,13,0
558bill.txt,21,0
559bill.txt,20,0
560bill.txt,16,0
561bill.txt,3,0
562bill.txt,8,0
563bill.txt,20,0
564bill.txt,21,0
565bill.txt,10,0
566bill.txt,19,0
567bill.txt,13,0
568bill.txt,13,0
569bill.txt,21,0
570bill.txt,16,0
571bill.txt,20,0
572bill.txt,20,0
573bill.txt,21,0
574bill.txt,3,0
575bill.txt,12,0
576bill.txt,16,0
577bill.txt,3,0
578bill.txt,20,0
579bill.txt,20,0
580bill.txt,21,0
581bill.txt,5,0
582bill.txt,4,0
583bill.txt,20,0
584bill.txt,18,0
585bill.txt,21,0
586bill.txt,5,0
587bill.txt,20,0
588bill.txt,8,0
589bill.txt,21,0
590bill.txt,7,0
591bill.txt,7,0
592bill.txt,20,0
593bill.txt,18,0
594bill.txt,19,0
595bill.txt,1,0
596bill.txt,10,0
597bill.txt,10,0
598bill.txt,4,0
599bill.txt,4,0
600bill.txt,12,0
601bill.txt,18,0
602bill.txt,19,0
603bill.txt,16,0
604bill.txt,20,0
605bill.txt,3,0
606bill.txt,18,0
607bill.txt,18,0
608bill.txt,15,0
609bill.txt,18,0
610bill.txt,5,0
611bill.txt,1,0
612bill.txt,99,0
613bill.txt,13,0
614bill.txt,8,0
615bill.txt,12,0
616bill.txt,20,0
617bill.txt,16,0
618bill.txt,21,0
619bill.txt,13,0
620bill.txt,16,0
621bill.txt,3,0
622bill.txt,18,0
623bill.txt,1,0
624bill.txt,8,0
625bill.txt,13,0
626bill.txt,99,0
627bill.txt,99,0
628bill.txt,4,0
629bill.txt,12,0
630bill.txt,20,0
631bill.txt,14,0
632bill.txt,13,0
633bill.txt,21,0
634bill.txt,99,0
635bill.txt,16,0
636bill.txt,20,0
637bill.txt,2,0
638bill.txt,2,0
639bill.txt,14,0
640bill.txt,20,0
641bill.txt,10,0
642bill.txt,6,0
643bill.txt,7,0
644bill.txt,13,0
645bill.txt,3,0
646bill.txt,20,0
647bill.txt,12,0
648bill.txt,5,0
649bill.txt,21,0
650bill.txt,21,0
651bill.txt,13,0
652bill.txt,3,0
653bill.txt,21,0
654bill.txt,14,0
655bill.txt,13,0
656bill.txt,20,0
657bill.txt,7,0
658bill.txt,20,0
659bill.txt,99,0
660bill.txt,2,0
661bill.txt,20,0
662bill.txt,20,0
663bill.txt,5,0
664bill.txt,99,0
665bill.txt,3,0
666bill.txt,14,0
667bill.txt,14,0
668bill.txt,13,0
669bill.txt,3,0
670bill.txt,13,0
671bill.txt,14,0
672bill.txt,6,0
673bill.txt,2,0
674bill.txt,12,0
675bill.txt,3,0
676bill.txt,15,0
677bill.txt,13,0
678bill.txt,5,0
679bill.txt,20,0
680bill.txt,5,0
681bill.txt,7,0
682bill.txt,5,0
683bill.txt,20,0
684bill.txt,17,0
685bill.txt,21,0
686bill.txt,10,0
687bill.txt,19,0
688bill.txt,1,0
689bill.txt,13,0
690bill.txt,20,0
691bill.txt,12,0
692bill.txt,10,0
693bill.txt,20,0
694bill.txt,5,0
695bill.txt,99,0
696bill.txt,99,0
697bill.txt,3,0
698bill.txt,21,0
699bill.txt,5,0
700bill.txt,4,0
701bill.txt,18,0
702bill.txt,8,0
703bill.txt,20,0
704bill.txt,20,0
705bill.txt,6,0
706bill.txt,12,0
707bill.txt,15,0
708bill.txt,20,0
709bill.txt,4,0
710bill.txt,15,0
711bill.txt,21,0
712bill.txt,5,0
713bill.txt,20,0
714bill.txt,20,0
715bill.txt,3,0
716bill.txt,21,0
717bill.txt,16,0
718bill.txt,15,0
719bill.txt,13,0
720bill.txt,10,0
721bill.txt,20,0
722bill.txt,16,0
723bill.txt,13,0
724bill.txt,7,0
725bill.txt,14,0
726bill.txt,1,0
727bill.txt,2,0
728bill.txt,99,0
729bill.txt,99,0
730bill.txt,16,0
731bill.txt,21,0
732bill.txt,4,0
733bill.txt,99,0
734bill.txt,16,0
735bill.txt,6,0
736bill.txt,13,0
737bill.txt,13,0
738bill.txt,6,0
739bill.txt,21,0
740bill.txt,99,0
741bill.txt,12,0
742bill.txt,12,0
743bill.txt,18,0
744bill.txt,2,0
745bill.txt,6,0
746bill.txt,7,0
747bill.txt,13,0
748bill.txt,21,0
749bill.txt,15,0
750bill.txt,16,0
751bill.txt,6,0
752bill.txt,19,0
753bill.txt,3,0
754bill.txt,14,0
755bill.txt,17,0
756bill.txt,3,0
757bill.txt,14,0
758bill.txt,5,0
759bill.txt,12,0
760bill.txt,16,0
761bill.txt,12,0
762bill.txt,15,0
763bill.txt,5,0
764bill.txt,4,0
765bill.txt,3,0
766bill.txt,6,0
767bill.txt,99,0
768bill.txt,16,0
769bill.txt,10,0
770bill.txt,16,0
771bill.txt,4,0
772bill.txt,14,0
773bill.txt,20,0
774bill.txt,21,0
775bill.txt,19,0
776bill.txt,13,0
777bill.txt,1,0
778bill.txt,13,0
779bill.txt,16,0
780bill.txt,8,0
781bill.txt,6,0
782bill.txt,12,0
783bill.txt,12,0
784bill.txt,8,0
785bill.txt,20,0
786bill.txt,5,0
787bill.txt,99,0
788bill.txt,99,0
789bill.txt,5,0
790bill.txt,3,0
791bill.txt,10,0
792bill.txt,13,0
793bill.txt,1,0
794bill.txt,13,0
795bill.txt,4,0
796bill.txt,6,0
797bill.txt,20,0
798bill.txt,3,0
799bill.txt,99,0
800bill.txt,19,0
801bill.txt,3,0
802bill.txt,5,0
803bill.txt,4,0
804bill.txt,5,0
805bill.txt,5,0
806bill.txt,2,0
807bill.txt,12,0
808bill.txt,3,0
809bill.txt,5,0
810bill.txt,20,0
811bill.txt,16,0
812bill.txt,3,0
813bill.txt,20,0
814bill.txt,3,0
815bill.txt,21,0
816bill.txt,21,0
817bill.txt,5,0
818bill.txt,7,0
819bill.txt,5,0
820bill.txt,4,0
821bill.txt,13,0
822bill.txt,21,0
823bill.txt,21,0
824bill.txt,1,0
825bill.txt,1,0
826bill.txt,8,0
827bill.txt,13,0
828bill.txt,7,0
829bill.txt,15,0
830bill.txt,21,0
831bill.txt,6,0
832bill.txt,17,0
833bill.txt,21,0
834bill.txt,21,0
835bill.txt,7,0
836bill.txt,7,0
837bill.txt,3,0
838bill.txt,18,0
839bill.txt,12,0
840bill.txt,99,0
841bill.txt,15,0
842bill.txt,21,0
843bill.txt,18,0
844bill.txt,16,0
845bill.txt,18,0
846bill.txt,99,0
847bill.txt,21,0
848bill.txt,7,0
849bill.txt,16,0
850bill.txt,4,0
851bill.txt,99,0
852bill.txt,20,0
853bill.txt,21,0
854bill.txt,21,0
855bill.txt,7,0
856bill.txt,4,0
857bill.txt,3,0
858bill.txt,15,0
859bill.txt,20,0
860bill.txt,12,0
861bill.txt,5,0
862bill.txt,1,0
863bill.txt,7,0
864bill.txt,7,0
865bill.txt,3,0
866bill.txt,21,0
867bill.txt,5,0
868bill.txt,12,0
869bill.txt,18,0
870bill.txt,16,0
871bill.txt,20,0
872bill.txt,20,0
873bill.txt,18,0
874bill.txt,5,0
875bill.txt,7,0
876bill.txt,21,0
877bill.txt,13,0
878bill.txt,3,0
879bill.txt,21,0
880bill.txt,13,0
881bill.txt,13,0
882bill.txt,99,0
883bill.txt,20,0
884bill.txt,99,0
885bill.txt,7,0
886bill.txt,18,0
887bill.txt,13,0
888bill.txt,3,0
889bill.txt,20,0
890bill.txt,18,0
891bill.txt,6,0
892bill.txt,20,0
893bill.txt,16,0
894bill.txt,19,0
895bill.txt,10,0
896bill.txt,8,0
897bill.txt,8,0
898bill.txt,15,0
899bill.txt,6,0
900bill.txt,1,0
901bill.txt,5,0
902bill.txt,18,0
903bill.txt,6,0
904bill.txt,18,0
905bill.txt,19,0
906bill.txt,6,0
907bill.txt,1,0
908bill.txt,3,0
909bill.txt,8,0
910bill.txt,99,0
911bill.txt,12,0
912bill.txt,12,0
913bill.txt,10,0
914bill.txt,6,0
915bill.txt,20,0
916bill.txt,15,0
917bill.txt,3,0
918bill.txt,12,0
919bill.txt,3,0
920bill.txt,20,0
921bill.txt,21,0
922bill.txt,13,0
923bill.txt,5,0
924bill.txt,12,0
925bill.txt,15,0
926bill.txt,20,0
927bill.txt,20,0
928bill.txt,18,0
929bill.txt,21,0
930bill.txt,18,0
931bill.txt,3,0
932bill.txt,21,0
933bill.txt,20,0
934bill.txt,13,0
935bill.txt,4,0
936bill.txt,99,0
937bill.txt,8,0
938bill.txt,4,0
939bill.txt,21,0
940bill.txt,13,0
941bill.txt,4,0
942bill.txt,13,0
943bill.txt,12,0
944bill.txt,20,0
945bill.txt,21,0
946bill.txt,18,0
947bill.txt,1,0
948bill.txt,20,0
949bill.txt,12,0
950bill.txt,5,0
951bill.txt,14,0
952bill.txt,20,0
953bill.txt,7,0
954bill.txt,21,0
955bill.txt,10,0
956bill.txt,4,0
957bill.txt,4,0
958bill.txt,21,0
959bill.txt,2,0
960bill.txt,4,0
961bill.txt,99,0
962bill.txt,99,0
963bill.txt,99,0
964bill.txt,3,0
965bill.txt,3,0
966bill.txt,18,0
967bill.txt,16,0
968bill.txt,14,0
969bill.txt,18,0
970bill.txt,1,0
971bill.txt,6,0
972bill.txt,99,0
973bill.txt,4,0
974bill.txt,14,0
975bill.txt,12,0
976bill.txt,10,0
977bill.txt,4,0
978bill.txt,20,0
979bill.txt,4,0
980bill.txt,14,0
981bill.txt,6,0
982bill.txt,3,0
983bill.txt,99,0
984bill.txt,5,0
985bill.txt,3,0
986bill.txt,20,0
987bill.txt,10,0
988bill.txt,21,0
989bill.txt,4,0
990bill.txt,7,0
991bill.txt,5,0
992bill.txt,12,0
993bill.txt,99,0
994bill.txt,14,0
995bill.txt,21,0
996bill.txt,4,0
997bill.txt,6,0
998bill.txt,15,0
999bill.txt,20,0
1000bill.txt,21,0
1001bill.txt,10,0
1002bill.txt,4,0
1003bill.txt,20,0
1004bill.txt,18,0
1005bill.txt,15,0
1006bill.txt,20,0
1007bill.txt,7,0
1008bill.txt,21,0
1009bill.txt,10,0
1010bill.txt,20,0
1011bill.txt,3,0
1012bill.txt,13,0
1013bill.txt,18,0
1014bill.txt,12,0
1015bill.txt,2,0
1016bill.txt,7,0
1017bill.txt,18,0
1018bill.txt,20,0
1019bill.txt,3,0
1020bill.txt,21,0
1021bill.txt,1,0
1022bill.txt,15,0
1023bill.txt,1,0
1024bill.txt,5,0
1025bill.txt,19,0
1026bill.txt,12,0
1027bill.txt,99,0
1028bill.txt,99,0
1029bill.txt,99,0
1030bill.txt,7,0
1031bill.txt,7,0
1032bill.txt,19,0
1033bill.txt,7,1
1034bill.txt,20,0
1035bill.txt,1,0
1036bill.txt,99,0
1037bill.txt,20,0
1038bill.txt,1,0
1039bill.txt,20,0
1040bill.txt,8,0
1041bill.txt,8,0
1042bill.txt,21,0
1043bill.txt,15,0
1044bill.txt,20,0
1045bill.txt,20,0
1046bill.txt,12,0
1047bill.txt,3,0
1048bill.txt,15,0
1049bill.txt,18,0
1050bill.txt,10,0
1051bill.txt,18,0
1052bill.txt,5,0
1053bill.txt,5,0
1054bill.txt,5,0
1055bill.txt,4,0
1056bill.txt,5,0
1057bill.txt,1,0
1058bill.txt,20,0
1059bill.txt,19,0
1060bill.txt,6,0
1061bill.txt,8,0
1062bill.txt,13,0
1063bill.txt,16,0
1064bill.txt,20,0
1065bill.txt,1,0
1066bill.txt,4,0
1067bill.txt,13,0
1068bill.txt,16,0
1069bill.txt,20,0
1070bill.txt,20,0
1071bill.txt,4,0
1072bill.txt,7,0
1073bill.txt,15,0
1074bill.txt,10,0
1075bill.txt,18,0
1076bill.txt,20,0
1077bill.txt,13,0
1078bill.txt,20,0
1079bill.txt,5,0
1080bill.txt,99,0
1081bill.txt,7,0
1082bill.txt,17,0
1083bill.txt,19,0
1084bill.txt,20,0
1085bill.txt,21,0
1086bill.txt,18,0
1087bill.txt,99,0
1088bill.txt,1,0
1089bill.txt,14,0
1090bill.txt,20,0
1091bill.txt,13,0
1092bill.txt,99,0
1093bill.txt,4,0
1094bill.txt,16,0
1095bill.txt,20,0
1096bill.txt,14,0
1097bill.txt,20,0
1098bill.txt,20,0
1099bill.txt,15,0
1100bill.txt,20,0
1101bill.txt,19,0
1102bill.txt,19,0
1103bill.txt,13,0
1104bill.txt,12,0
1105bill.txt,14,0
1106bill.txt,16,0
1107bill.txt,21,0
1108bill.txt,18,0
1109bill.txt,12,0
1110bill.txt,12,0
1111bill.txt,8,0
1112bill.txt,13,0
1113bill.txt,7,0
1114bill.txt,5,0
1115bill.txt,4,0
1116bill.txt,2,0
1117bill.txt,15,0
1118bill.txt,16,0
1119bill.txt,21,0
1120bill.txt,21,0
1121bill.txt,5,0
1122bill.txt,15,0
1123bill.txt,5,0
1124bill.txt,16,0
1125bill.txt,7,0
1126bill.txt,16,0
1127bill.txt,10,0
1128bill.txt,10,0
1129bill.txt,3,0
1130bill.txt,16,0
1131bill.txt,21,0
1132bill.txt,21,0
1133bill.txt,99,0
1134bill.txt,10,0
1135bill.txt,15,0
1136bill.txt,4,0
1137bill.txt,18,0
1138bill.txt,7,0
1139bill.txt,16,0
1140bill.txt,20,0
1141bill.txt,5,0
1142bill.txt,3,0
1143bill.txt,21,0
1144bill.txt,5,0
1145bill.txt,3,0
1146bill.txt,16,0
1147bill.txt,18,0
1148bill.txt,20,0
1149bill.txt,15,0
1150bill.txt,13,0
1151bill.txt,7,0
1152bill.txt,5,0
1153bill.txt,5,0
1154bill.txt,19,0
1155bill.txt,16,0
1156bill.txt,13,0
1157bill.txt,13,0
1158bill.txt,99,0
1159bill.txt,14,0
1160bill.txt,6,0
1161bill.txt,99,0
1162bill.txt,20,0
1163bill.txt,12,0
1164bill.txt,7,0
1165bill.txt,16,0
1166bill.txt,20,0
1167bill.txt,20,0
1168bill.txt,5,0
1169bill.txt,18,0
1170bill.txt,99,0
1171bill.txt,5,0
1172bill.txt,2,0
1173bill.txt,8,0
1174bill.txt,12,0
1175bill.txt,5,0
1176bill.txt,99,0
1177bill.txt,18,0
1178bill.txt,13,0
1179bill.txt,13,0
1180bill.txt,12,0
1181bill.txt,6,0
1182bill.txt,5,0
1183bill.txt,21,0
1184bill.txt,10,0
1185bill.txt,20,0
1186bill.txt,13,0
1187bill.txt,18,0
1188bill.txt,15,0
1189bill.txt,21,0
1190bill.txt,4,0
1191bill.txt,21,0
1192bill.txt,12,0
1193bill.txt,5,0
1194bill.txt,10,0
1195bill.txt,16,0
1196bill.txt,18,0
1197bill.txt,18,0
1198bill.txt,10,0
1199bill.txt,10,0
1200bill.txt,10,0
1201bill.txt,10,0
1202bill.txt,7,0
1203bill.txt,20,0
1204bill.txt,99,0
1205bill.txt,21,0
1206bill.txt,4,0
1207bill.txt,20,0
1208bill.txt,16,0
1209bill.txt,21,0
1210bill.txt,21,0
1211bill.txt,14,0
1212bill.txt,20,0
1213bill.txt,1,0
1214bill.txt,20,0
1215bill.txt,3,0
1216bill.txt,3,0
1217bill.txt,4,0
1218bill.txt,12,0
1219bill.txt,7,0
1220bill.txt,21,0
1221bill.txt,21,0
1222bill.txt,19,0
1223bill.txt,21,0
1224bill.txt,6,0
1225bill.txt,1,0
1226bill.txt,7,0
1227bill.txt,3,0
1228bill.txt,20,0
1229bill.txt,18,0
1230bill.txt,4,0
1231bill.txt,3,0
1232bill.txt,99,0
1233bill.txt,99,0
1234bill.txt,13,0
1235bill.txt,15,0
1236bill.txt,20,0
1237bill.txt,3,0
1238bill.txt,12,0
1239bill.txt,20,0
1240bill.txt,20,0
1241bill.txt,21,0
1242bill.txt,15,0
1243bill.txt,14,0
1244bill.txt,4,0
1245bill.txt,13,0
1246bill.txt,18,0
