,fileName,count
195,h1174.txt,0
196,h1175.txt,1
197,h1176.txt,0
198,h1177.txt,0
199,h1178.txt,1
200,h1179.txt,0
201,h118.txt,0
202,h1180.txt,0
203,h1181.txt,0
204,h1182.txt,0
205,h1183.txt,0
206,h1184.txt,0
207,h1185.txt,0
208,h1186.txt,0
209,h1187.txt,0
210,h1188.txt,0
211,h1189.txt,1
212,h119.txt,0
213,h1190.txt,0
214,h1191.txt,0
215,h1192.txt,0
216,h1193.txt,0
217,h1194.txt,0
218,h1195.txt,0
219,h1196.txt,0
220,h1197.txt,0
221,h1198.txt,0
222,h1199.txt,0
223,h12.txt,0
224,h120.txt,0
225,h1200.txt,6
226,h1201.txt,0
227,h1202.txt,1
228,h1203.txt,0
229,h1204.txt,0
230,h1205.txt,0
231,h1206.txt,0
232,h1207.txt,0
233,h1208.txt,0
234,h1209.txt,0
235,h121.txt,0
236,h1210.txt,0
237,h1211.txt,0
238,h1212.txt,0
239,h1213.txt,0
240,h1214.txt,0
241,h1215.txt,0
242,h1216.txt,0
243,h1217.txt,0
244,h1218.txt,0
245,h1219.txt,0
246,h122.txt,0
247,h1220.txt,7
248,h1221.txt,0
249,h1222.txt,6
250,h1223.txt,0
251,h1224.txt,1
252,h1225.txt,0
253,h1226.txt,0
254,h1227.txt,0
255,h1228.txt,0
256,h1229.txt,0
257,h123.txt,0
258,h1230.txt,0
259,h1231.txt,0
260,h1232.txt,0
261,h1233.txt,0
262,h1234.txt,0
263,h1235.txt,0
264,h1236.txt,0
265,h1237.txt,9
266,h1238.txt,5
267,h1239.txt,0
268,h124.txt,0
269,h1240.txt,0
270,h1241.txt,1
271,h1242.txt,0
272,h1243.txt,0
273,h1244.txt,0
274,h1245.txt,0
275,h1246.txt,0
276,h1247.txt,0
277,h1248.txt,0
278,h1249.txt,0
279,h125.txt,0
280,h1250.txt,0
281,h1251.txt,0
282,h1252.txt,0
283,h1253.txt,0
284,h1254.txt,0
285,h1255.txt,0
286,h1256.txt,0
287,h1257.txt,0
288,h1258.txt,0
289,h1259.txt,0
290,h126.txt,0
291,h1260.txt,0
292,h1261.txt,0
293,h1262.txt,1
294,h1263.txt,0
295,h1264.txt,0
296,h1265.txt,0
297,h1266.txt,0
298,h1267.txt,0
299,h1268.txt,0
300,h1269.txt,0
301,h127.txt,0
302,h1270.txt,0
303,h1271.txt,0
304,h1272.txt,0
305,h1273.txt,0
306,h1274.txt,0
307,h1275.txt,0
308,h1276.txt,0
309,h1277.txt,1
310,h1278.txt,0
311,h1279.txt,0
312,h128.txt,0
313,h1280.txt,3
314,h1281.txt,0
315,h1282.txt,0
316,h1283.txt,0
317,h1284.txt,0
318,h1285.txt,0
319,h1286.txt,0
320,h1287.txt,0
321,h1288.txt,0
322,h1289.txt,0
323,h129.txt,0
324,h1290.txt,1
325,h1291.txt,0
326,h1292.txt,0
327,h1293.txt,0
328,h1294.txt,0
329,h1295.txt,0
330,h1296.txt,0
331,h1297.txt,0
332,h1298.txt,0
333,h1299.txt,0
334,h13.txt,0
335,h130.txt,0
336,h1300.txt,0
337,h1301.txt,6
338,h1302.txt,0
339,h1303.txt,0
340,h1304.txt,0
341,h1305.txt,0
342,h1306.txt,0
343,h1307.txt,0
344,h1308.txt,0
345,h1309.txt,0
346,h131.txt,0
347,h1310.txt,0
348,h1311.txt,0
349,h1312.txt,0
350,h1313.txt,0
351,h1314.txt,0
352,h1315.txt,0
353,h1316.txt,0
354,h1317.txt,0
355,h1318.txt,0
356,h1319.txt,0
357,h132.txt,0
358,h1320.txt,0
359,h1321.txt,0
360,h1322.txt,0
361,h1323.txt,0
362,h1324.txt,0
363,h1325.txt,0
364,h1326.txt,0
365,h1327.txt,0
366,h1328.txt,0
367,h1329.txt,0
368,h133.txt,0
369,h1330.txt,0
370,h1331.txt,3
371,h1332.txt,0
372,h1333.txt,0
373,h1334.txt,0
374,h1335.txt,0
375,h1336.txt,0
376,h1337.txt,0
377,h1338.txt,2
378,h1339.txt,0
379,h134.txt,0
380,h1340.txt,2
381,h1341.txt,0
382,h1342.txt,0
383,h1343.txt,0
384,h1344.txt,0
385,h1345.txt,0
386,h1346.txt,0
387,h1347.txt,0
388,h1348.txt,0
389,h1349.txt,0
390,h135.txt,0
391,h1350.txt,0
392,h1351.txt,0
393,h1352.txt,0
394,h1353.txt,0
395,h1354.txt,0
396,h1355.txt,0
397,h1356.txt,0
398,h1357.txt,0
399,h1358.txt,0
400,h1359.txt,0
401,h136.txt,0
402,h1360.txt,2
403,h1361.txt,0
404,h1362.txt,0
405,h1363.txt,0
406,h1364.txt,0
407,h1365.txt,0
408,h1366.txt,0
409,h1367.txt,0
410,h1368.txt,0
411,h1369.txt,0
412,h137.txt,0
413,h1370.txt,0
414,h1371.txt,0
415,h1372.txt,0
416,h1373.txt,0
417,h1374.txt,0
418,h1375.txt,0
419,h1376.txt,0
420,h1377.txt,0
421,h1378.txt,0
422,h1379.txt,0
423,h138.txt,0
424,h1380.txt,0
425,h1381.txt,0
426,h1382.txt,0
427,h1383.txt,0
428,h1384.txt,0
429,h1385.txt,2
430,h1386.txt,0
431,h1387.txt,0
432,h1388.txt,0
433,h1389.txt,0
434,h139.txt,0
435,h1390.txt,0
436,h1391.txt,0
437,h1392.txt,0
438,h1393.txt,0
439,h1394.txt,0
440,h1395.txt,1
441,h1396.txt,0
442,h1397.txt,1
443,h1398.txt,0
444,h1399.txt,0
445,h14.txt,0
446,h140.txt,0
447,h1400.txt,0
448,h1401.txt,0
449,h1402.txt,0
450,h1403.txt,0
451,h1404.txt,0
452,h1405.txt,0
453,h1406.txt,0
454,h1407.txt,0
455,h1408.txt,0
456,h1409.txt,0
457,h141.txt,0
458,h1410.txt,0
459,h1411.txt,0
460,h1412.txt,0
461,h1413.txt,0
462,h1414.txt,0
463,h1415.txt,0
464,h1416.txt,0
465,h1417.txt,0
466,h1418.txt,0
467,h1419.txt,0
468,h142.txt,0
469,h1420.txt,0
470,h1421.txt,4
471,h1422.txt,0
472,h1423.txt,1
473,h1424.txt,0
474,h1425.txt,0
475,h1426.txt,0
476,h1427.txt,0
477,h1428.txt,1
478,h1429.txt,0
479,h143.txt,0
480,h1430.txt,0
481,h1431.txt,0
482,h1432.txt,0
483,h1433.txt,0
484,h1434.txt,1
485,h1435.txt,0
486,h1436.txt,0
487,h1437.txt,5
488,h1438.txt,1
489,h1439.txt,0
490,h144.txt,0
491,h1440.txt,0
492,h1441.txt,0
493,h1442.txt,0
494,h1443.txt,0
495,h1444.txt,0
496,h1445.txt,0
497,h1446.txt,0
498,h1447.txt,0
499,h1448.txt,0
